"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2018-11-23,"South Alabama","Coastal Carolina (SC)",31,28,1
0,2018-09-01,"Texas St.","Rutgers (NJ)",7,35,0
1,2018-09-08,"Texas St.","Texas Southern",36,20,1
0,2018-09-15,"Texas St.","South Alabama",31,41,0
0,2018-09-22,"Texas St.","Texas-San Antonio",21,25,0
0,2018-10-06,"Texas St.","Louisiana-Lafayette",27,42,1
0,2018-10-11,"Texas St.","Georgia Southern",13,15,1
0,2018-10-20,"Texas St.","Louisiana-Monroe",14,20,0
1,2018-10-27,"Texas St.","New Mexico St.",27,20,1
1,2018-11-03,"Texas St.","Georgia St.",40,31,0
0,2018-11-10,"Texas St.","Appalachian State (NC)",7,38,1
0,2018-11-17,"Texas St.","Troy (AL)",7,12,0
0,2018-11-24,"Texas St.","Arkansas St.",7,33,1
0,2018-09-01,"Troy (AL)","Boise St. (ID)",20,56,1
1,2018-09-08,"Troy (AL)","Florida A&M",59,7,1
1,2018-09-15,"Troy (AL)","Nebraska",24,19,0
1,2018-09-22,"Troy (AL)","Louisiana-Monroe",35,27,0
1,2018-09-29,"Troy (AL)","Coastal Carolina (SC)",45,21,1
1,2018-10-04,"Troy (AL)","Georgia St.",37,20,1
0,2018-10-13,"Troy (AL)","Liberty (VA)",16,22,0
1,2018-10-23,"Troy (AL)","South Alabama",38,17,0
1,2018-11-03,"Troy (AL)","Louisiana-Lafayette",26,16,1
1,2018-11-10,"Troy (AL)","Georgia Southern",35,21,0
1,2018-11-17,"Troy (AL)","Texas St.",12,7,1
0,2018-11-24,"Troy (AL)","Appalachian State (NC)",10,21,0
1,2018-12-22,"Troy (AL)","Buffalo (NY)",42,32,1
1,2018-08-30,"Louisiana-Monroe","Southeastern Louisiana",34,31,1
1,2018-09-08,"Louisiana-Monroe","Southern Mississippi",21,20,0
0,2018-09-15,"Louisiana-Monroe","Texas A&M",10,48,0
0,2018-09-22,"Louisiana-Monroe","Troy (AL)",27,35,1
0,2018-09-29,"Louisiana-Monroe","Georgia St.",14,46,0
0,2018-10-06,"Louisiana-Monroe","Mississippi",21,70,0
1,2018-10-13,"Louisiana-Monroe","Coastal Carolina (SC)",45,20,0
1,2018-10-20,"Louisiana-Monroe","Texas St.",20,14,1
1,2018-11-03,"Louisiana-Monroe","Georgia Southern",44,25,1
1,2018-11-10,"Louisiana-Monroe","South Alabama",38,10,0
0,2018-11-17,"Louisiana-Monroe","Arkansas St.",17,31,0
0,2018-11-24,"Louisiana-Monroe","Louisiana-Lafayette",28,31,1
